normalized_text;aspect
bapak buktikan tangakap orang orang yang sengaja membuat mbg beracun karena saya yakin itu dengan di sengaja hanya belum ada bukti saja;Pelaksanaan Program di Sekolah
istri saya hamil mengapa tidak mendapat bapak sudah  8 bulan kandungannya;Ketidaksetujuan dan Risiko Program
di sekolah anak saya belum pernah mendapat ibu hamil juga di daerah saya belum pernah mendapat sampai ingin melahirkan belum pernah mendapat alhamdulillah;Ketidaksetujuan dan Risiko Program
anak saya cukup saya yang memberikan makanlah alhamdulillah masih dapat;Pelaksanaan Program di Sekolah
bersemangat bapak tetap lanjutkan mbg;Dukungan terhadap Program
program lumbung korupsi;Ketidaksetujuan dan Risiko Program
lanjutkan bapak;Dukungan terhadap Program
mohon maaf bapak lebih baik di diganti saja dengan uang setiap bulannya kepada para ibu nya masing masing agar di mengelola sama orang tua masing masing;Ketidaksetujuan dan Risiko Program
tae;Ketidaksetujuan dan Risiko Program
iya bapak tolong jangan di tutup mbg nya tolong agar anak saya dapat menabung;Ketidaksetujuan dan Risiko Program
bicaranya  enak  sekali sepertinya;Pelaksanaan Program di Sekolah
maaf bapak demi keselamatan anak saya saya lebih memilih tidak menerima mbg setelah banyak berita keracunan anak saya berhenti mbg;Pelaksanaan Program di Sekolah
telah bapak hentikan sajalah ini hanya berebutan proyek untuk kroni saja;Ketidaksetujuan dan Risiko Program
di diganti uang saja bapak agar dapat menambah uang saku anak;Ketidaksetujuan dan Risiko Program
hanya berbicara saja;Pelaksanaan Program di Sekolah
terima kasih bapak presiden semoga yang mengelola mbg nya terus memperbaiki nya sehingga menjadi makanlah gratis yang bergizi yang bermanfaat bagi masyarakat yang sangat membutuhkannya;Dukungan terhadap Program
tolong kami bapak presiden gaji cpns polewali mandar tidak dibayarkan sampai hari ini ditunda-tunda terus utang kami telah di mana-mana kami membutuhkan gaji kami dibayarkan;Dukungan terhadap Program
omong kosong;Ketidaksetujuan dan Risiko Program
izin pengelola perlu diawasi bapak presiden karena banyak anak-anak mengeluhkan gizi dan juga  adanya keracunan;Pelaksanaan Program di Sekolah
ya benar sip bapak saya yang baik pemimpin yang baik;Dukungan terhadap Program
tidak setuju adanya makanlah gratis;Pelaksanaan Program di Sekolah
mana ini belum mendapat;Ketidaksetujuan dan Risiko Program
bapak sudah benar dan baik memberi mbg ini karena yang tidak mampu menjadi terbantu yang beberapa pengangguran menjadi pekerja banyak manfaatnya bapak dan apa pun kelanjutan nya nya ke depannya apakah akan lanjut mbg atau di berhenti ini itu sudah pasti yang terbaik dari allah karena pasti banyak juga yang mengorupsi tidak lama lagi mungkin akan adanya kpk membongkar kasus mengorupsi untuk mbg ini;Ketidaksetujuan dan Risiko Program
is the best bapak;Dukungan terhadap Program
nol 017 itu anak-anak bapak dapat tidak dibuat nol nol;Ketidaksetujuan dan Risiko Program
aduh;Ketidaksetujuan dan Risiko Program
lancut kan bapak prabowo anak kami dapat menabung uang nya anak kami senang sekali mendapat kan makanan ini terima kasih prabowo;Dukungan terhadap Program
mbg seharusnya fokus daerah pelosok dan pinggiran saja cukup;Dukungan terhadap Program
kok ibu hamil sama anak anak mendapat bapak di sini bersekolah saja tidak semuanya mendapat;Pelaksanaan Program di Sekolah
bersemangat bapak prabowo presiden saya;Dukungan terhadap Program
banyak yang tidak di makanlah;Pelaksanaan Program di Sekolah
diganti uang saja bapak lebih sangat baik;Ketidaksetujuan dan Risiko Program
orang proyek juga memberikan makanlah gratis bapak;Pelaksanaan Program di Sekolah
bapak prabowo terima kasih ya mbg nya alhamdulilah saya bersyukur dan masih menerima jangan di berhentikan;Dukungan terhadap Program
alhamdulilah daerah kami gorontalo mbg aman bapak;Dukungan terhadap Program
mon maaf ini ya bapak kalau untuk manusia seharusnya zero tolerance bapak;Ketidaksetujuan dan Risiko Program
ibu hamil tidak mendapat apa bapak tidak mendapat makanan;Ketidaksetujuan dan Risiko Program
adanya mbg ataupun tidak adanya tidak adanya perbedaan apa pun uang saku tetap sama camilan tetap sama;Ketidaksetujuan dan Risiko Program
bapak saya hamil sudah ingin melahirkan tetapi mengapa belum mendapat nutrisi apa-apa;Ketidaksetujuan dan Risiko Program
bapak prabowo sini saja;Dukungan terhadap Program
mengapa yang banyak keracunan jawa barat;Ketidaksetujuan dan Risiko Program
lanjutkan bapak presiden;Dukungan terhadap Program
di lampung sekolah saya belum mendapat bjir;Pelaksanaan Program di Sekolah
ah saya saya tidak mendapat smp;Ketidaksetujuan dan Risiko Program
semoga mbg berjalan terus bapak sebab adanya ibu rumah tangga yang bergantung dengan bekerja di sana dan banyak anak yang jarang makanlah lezat dengan adanya mbg dapat makanlah lezat;Pelaksanaan Program di Sekolah
bapak bukan masalah persen yang keracunan tetapi  keselamatan sehat dan nyawa;Ketidaksetujuan dan Risiko Program
bapak presiden maaf dengan adanya program mbg kami para pedagang mengalami penurunan omzet sangat drastis bagaimana kami dapat pembayaran pajak nantinya bapak presiden;Ketidaksetujuan dan Risiko Program
bersemangat bapak kami;Dukungan terhadap Program
alhamdulillah anak saya sampai sekarang telah tidak melarang makanlah mbg tidak menyuruh membawa pulang untuk pakan ternak lele;Pelaksanaan Program di Sekolah
lebih baik di berikan uang saja bapak anak saya saja tidak ingin makan;Pelaksanaan Program di Sekolah
bapak tolong perhatikan mbg;Dukungan terhadap Program
dengan mbg saya mendapat pekerjaan gajinya besar 100 hari;Ketidaksetujuan dan Risiko Program
banyak orang orang tolol menepis makanan beracun ingat hei kita manusia bukan hewan yang tidak dapat bekerja mencri makan sendiri sampai sini paham kan;Pelaksanaan Program di Sekolah
jangan di berhenti kan bapak saya ibu menyusui sangat amat terbantu yang tadi tidak pernah makanlah buah susu saya menjadi  dapat makanlah buah susu walaupun tidak setiap hari tetapi  sangat membantu sekali;Ketidaksetujuan dan Risiko Program
bersemangat bapak presiden saya;Dukungan terhadap Program
bapak saya belum mendapat;Ketidaksetujuan dan Risiko Program
orang orang sama-sama ganda mendapat penyaluran bantuan pangan tambahan pkh beras tetapi  yang tidak fapet juga ya tidak mendapat;Ketidaksetujuan dan Risiko Program
saya tidak mendapat bapak padahal suami saya pekerjaan nya buruh;Ketidaksetujuan dan Risiko Program
sembilan bahan pokok saja di menurunkan Harga bapak tarif listik di menurunkan Harga;Ketidaksetujuan dan Risiko Program
hade;Ketidaksetujuan dan Risiko Program
makanlah gratis dari bapak banyak racun anak saya saja terkena racun dari makanlah gratis dari bapak;Pelaksanaan Program di Sekolah
rakyatmu tidak suka takut keracunan;Ketidaksetujuan dan Risiko Program
tolong bapak iya jangan di tutup dahulu saya baru bekerja;Ketidaksetujuan dan Risiko Program
maaf bapak sangat baik dana nya dialokasikan yang berbeda tanpa disadari dampak nya menjaga bagi pedagang kecil atau kantin dari adanya mbg mereka mengeluh penjualan sepi;Ketidaksetujuan dan Risiko Program
mbg tidak mengatasi kemiskinan karena anak yang di kota yang telah menerima yang di pelosok sampai sekarang belum juga bahkan di daerah saya telah satu tahun tidak adanya posyandu kalau posyandu harus kepada desa sebelah karena kepala desanya tidak mengurusi warga di daerah kami desa bpm modul satu bodoh dua dusun 6;Dukungan terhadap Program
kebanyakan alasan ini para pendukung jangan menyalahkan presiden yang memasak bukan presiden yang diminta pendidikan gratis dan lapangan bekerja malahan memaksakan makanlah gratis tibalah keracunan tidak ingin disalahkan;Pelaksanaan Program di Sekolah
saya ibu hamil tidak mendapat bapak;Ketidaksetujuan dan Risiko Program
setuju;Ketidaksetujuan dan Risiko Program
mbg selamanya sangat membantu anak saya bersemangat bersekolah;Pelaksanaan Program di Sekolah
kalau kucing kamu keracunan juga kamu sedih kan;Pelaksanaan Program di Sekolah
anak saya di sekolahnya belum adanya yang merasakan makan gratisnya;Pelaksanaan Program di Sekolah
memang benar mbg beracun bos;Ketidaksetujuan dan Risiko Program
berhenti saja bapak alihkan kepada yang lebih baik anak-anak banyak yang telah bosan karena merasa dan lauknya itu-itu saja di tempat saya;Pelaksanaan Program di Sekolah
kalau programnya sangat baik tetapi di lapangan rawan di korupsi yang tadi daging menjadi tempe busuk sangat memprihatinkan bapak;Ketidaksetujuan dan Risiko Program
saya juga sudah daftar tolong jangan di berentiin bapak prabowo saya baru membersihkan ompreng;Ketidaksetujuan dan Risiko Program
sementara berhentikan dahulu mbg nya diganti dengan mentah saja pakai beras 20kg bulan juga  kalau adanya sisa uangkan atau ganti dengan sosis tetapi jangan yang kedaluwarsa  di kabupaten kami tidak seminggu terus-terusan terkena racun soaly sekali masak  per hari berpa  kilogram  menjadi banyak yang tidak matang terkadang bahny sudah pada busuk;Pelaksanaan Program di Sekolah
lanjut prabowo anak-anak selalu menanti mbg;Ketidaksetujuan dan Risiko Program
bapak maaf anak saya meskipun ada mbg tetap membawa bekal nasi dari rumah katanya tidak lezat terus lembek basi;Pelaksanaan Program di Sekolah
saya belum mendapat mbg sudah dua kali di undur;Ketidaksetujuan dan Risiko Program
bersekolah saya pun belum mendapat sudah  ingin dihentikan;Ketidaksetujuan dan Risiko Program
diganti sama uang bapak bukan tidak ingin tetapi  di sini makanna nya tidak sesuai;Ketidaksetujuan dan Risiko Program
mantap bapak;Ketidaksetujuan dan Risiko Program
gila-gila;Dukungan terhadap Program
mbg lanjut tetapi  sediakan dapur umum setiap bersekolah agar aman;Ketidaksetujuan dan Risiko Program
nol 017 itu ribuan nyawa bapak belum para pedagang di sekolah juga merasa dirugikan menjadi  sepi;Ketidaksetujuan dan Risiko Program
mbg lier bapak ayahnya saja;Ketidaksetujuan dan Risiko Program
yang memang  hentikan  meminta  uang itu orang tuanya lezat saja kadih kebungahan anak ganjaranya banyak;Pelaksanaan Program di Sekolah
tetapi  di kampung saya sampai saat ini belum adanya makanlah gratis untuk anak sd;Pelaksanaan Program di Sekolah
program mbg itu sangat sangat baik mengurangi pengangguran dan juga membantu untuk anak-anak agar tidak camilan terus di bersekolah;Ketidaksetujuan dan Risiko Program
janga di menghentikan bapak;Ketidaksetujuan dan Risiko Program
prabowo keracunan;Pelaksanaan Program di Sekolah
banyak yang mengatakan mbg membatu mencoba kalau anak kalian keracunan baru tahu merasa;Pelaksanaan Program di Sekolah
jangan berhenti bapak jangan jadikan program percontohan apalagi kalau di alihkan untuk pembayaran utang negara apa anak-anak penerima mbg berutang untuk negara;Ketidaksetujuan dan Risiko Program
pendekatan ah proyek makelar berebut gizi proyek memberikan uang tunai kepada ibunya lebih tepat pasti siswa mendapat asupan gizi tanpa untung kepada makelar;Ketidaksetujuan dan Risiko Program
setiap hari adanya yang meninggal hentikan makanlah gratis gantung pakai uang;Ketidaksetujuan dan Risiko Program
menghentikan mbg;Ketidaksetujuan dan Risiko Program
anak saya sudah  ingin lulus belum mendapat mbg;Ketidaksetujuan dan Risiko Program
uang negara kok di untuk seperti itu bapak membuka peluang korupsi  saja;Ketidaksetujuan dan Risiko Program
kalau balita tidak mendapat bapak yang menyukai kepada posyandu itu di daerahku belum adanya bapak;Ketidaksetujuan dan Risiko Program
mengapa nyawa manusia dibandingkan persentase bapak tidak manusiawi;Ketidaksetujuan dan Risiko Program
izin komentar memang belum layak dikonsumsi mbg nya;Ketidaksetujuan dan Risiko Program
yang menjadi  masalah di bawahnya dislahguna kan banyak yang dikorupsi menu makanannya mereka tidak memikirkan kualitas bahan  makanannya yang di otak mereka mencari keuntungan bukan kualitas makanan apa lagi yang di pelosok hancur kualitas makanannya contoh buah yang diberikan buah jeruk yang kecut kacau bapak;Ketidaksetujuan dan Risiko Program
tidak heran beliau mendamba2 kan keselamatan israel daripada kemerdekaan palestina;Pelaksanaan Program di Sekolah
streess stres;Ketidaksetujuan dan Risiko Program
menambah-nambah anggaran makanlah bergizi ada-ada saja;Ketidaksetujuan dan Risiko Program
memberikan kepada orang tua saja bapak;Pelaksanaan Program di Sekolah
mbg untuk lanjut usia adanya tidak ya;Ketidaksetujuan dan Risiko Program
mohon maaf kok di desa saya ibu ibu hamil dan ibu menyusui mbg nya hanya seminggu dua kali diberikannya tidak setiap hari;Ketidaksetujuan dan Risiko Program
tetapi  bapak di posyandu tempatku tidak adanya mbg untuk anak-anak atau ibu hamil khusunya di posyandu melati cipongkor kampung bojongpari rt 02  rw 01;Ketidaksetujuan dan Risiko Program
m aju terus mbg prabowo presiden saya bagus sekali;Dukungan terhadap Program
mengapa ya;Dukungan terhadap Program
lah di saya belum adanya mdg;Ketidaksetujuan dan Risiko Program
tidak suka lebih baik tk bekeli dwe;Pelaksanaan Program di Sekolah
program kamu itu beracun bapak prabowo;Dukungan terhadap Program
terima kasih bapak presiden;Dukungan terhadap Program
saya tidak menyesal dengan memilih bapak tetapi  program bapak tidak adil untuk sekolah-sekolah;Pelaksanaan Program di Sekolah
bapak mohon maaf kalau laksanakan program makanan bergizi kalau masuk di provinsi tersebut tolong langsung adil masa iya bersekolah berbeda telah dari beberapa bulan kami ya di provinsi maluku utara kabupaten halmahera barat mengapa baru satu bersekolah sma kan tidak adil saya tahu arti sabar tetapi  harus adil kalau menyelenggarakan makanlah bergizi di setiap bersekolah;Ketidaksetujuan dan Risiko Program
bantuan social lebih baik berarti bapak itu turut memikirkan rakyat yang memberikan dukungan kamu kemarin;Ketidaksetujuan dan Risiko Program
lanjutkan mbg bapak saya takut pengangguran membeludak lagi;Ketidaksetujuan dan Risiko Program
bapak saya hamil sudah  tetapi  saya tidak mendapat mbg;Ketidaksetujuan dan Risiko Program
mbg itu adalah program perbaikan gizi anak kalau adanya orang tua yang mampu menyiapkan makanan bergizi untuk anaknya biarkan alihkan uang nya kepada yang berbeda atau mengapa di paksakan apa adanya proyek di dalamnya siapa pemilik-pemilik penyedia mbg periksa berapa nominal dari setiap porsinya harga nya lazim apa tidak;Ketidaksetujuan dan Risiko Program
anak saya tidak melarang keras menerima makanlah gratis saya masih mampu membelikan ikan sapi satu kilogram  setiap hari bapak;Pelaksanaan Program di Sekolah
program bapak sangat sangat baik tetapi realisasi di bawah masa allah itu harus di perhatikan pelaksana bisnis pasti tetapi prosedur pelaksanaannya perlu pengawasan lebih baik;Ketidaksetujuan dan Risiko Program
makan setiap hari apa bapak seminggu dua kali saja;Pelaksanaan Program di Sekolah
lanjutkan mbg agar kurang pengaturan bapak agar para ibu bapak-bapak juga dapat bekerja sama anak-anak yang lulus sma yang orang tua nya tidak mampu memberikan kuliah bapak presiden saya;Ketidaksetujuan dan Risiko Program
ibu hamil belum mendapat bapak;Ketidaksetujuan dan Risiko Program
memikirkan dapat menabung;Ketidaksetujuan dan Risiko Program
ide bodoh;Ketidaksetujuan dan Risiko Program
turun langsung kepada bawah bapak kalau laporan semuanya palsu;Ketidaksetujuan dan Risiko Program
periksa pengelola nya juga evaluasi makanan sama anggarannya juga upah untuk pekerja mbg nya;Ketidaksetujuan dan Risiko Program
menghentikan mbg bapak bagimana seandainya cucu bapak yang keracunan;Ketidaksetujuan dan Risiko Program
sesuatu yang terlalu dipaksakan tidak akan baik;Ketidaksetujuan dan Risiko Program
waduh lebih dari 80anak yang keracunan;Pelaksanaan Program di Sekolah
menghentikan bapak sebelum adanya korban kematian karena keracunan;Ketidaksetujuan dan Risiko Program
konyol;Ketidaksetujuan dan Risiko Program
nol 017;Ketidaksetujuan dan Risiko Program
ibu hamil yang tidak mendapat apa;Ketidaksetujuan dan Risiko Program
saya menjaga terbantu adanya mbg anak bersekolah tidak repot menyiapkan bekal makanlah hanya menyiapkan untuk sarapannya terima memberikan bapak;Pelaksanaan Program di Sekolah
lanjutkan terus mbg itu yang keracunan adanya udang di kembali politik dan sakit hati;Ketidaksetujuan dan Risiko Program
